"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"양과동 68",1,,광주광역시 남구 양과동 1226-3,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 69",1,,광주광역시 남구 양과동 1228-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 70",1,,광주광역시 남구 양과동 1229-1,35.0858353180,126.8675026479,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 71",1,,광주광역시 남구 양과동 1229-2,35.0857236010,126.8675510779,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 72",1,,광주광역시 남구 양과동 1221-13,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 73",1,,광주광역시 남구 양과동 923-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 74",1,,광주광역시 남구 양과동 923-3,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 75",1,,광주광역시 남구 양과동 928-3,35.0874298018,126.8682940069,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 76",1,,광주광역시 남구 양과동 928-4,35.0877294794,126.8686839158,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 77",1,,광주광역시 남구 양과동 928-9,35.0875639076,126.8689429789,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 78",1,,광주광역시 남구 양과동 1230-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 79",1,,광주광역시 남구 양과동 1230-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 80",1,,광주광역시 남구 양과동 534-4,35.0875575003,126.8696886776,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 81",1,,광주광역시 남구 양과동 531-4,35.0878068283,126.8702014917,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 82",1,,광주광역시 남구 양과동 531-16,35.0876013727,126.8702544541,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 83",1,,광주광역시 남구 양과동 531-20,35.0875369848,126.8707326738,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 84",1,,광주광역시 남구 양과동 531-23,35.0875303059,126.8712327340,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 85",1,,광주광역시 남구 양과동 1225-6,35.0875237640,126.8718643860,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 86",1,,광주광역시 남구 양과동 553-1,35.0894646435,126.8729404306,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 87",1,,광주광역시 남구 양과동 1261-13,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 88",1,,광주광역시 남구 양과동 1263-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 89",1,,광주광역시 남구 양과동 1263-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 90",1,,광주광역시 남구 양과동 1263-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 91",1,,광주광역시 남구 양과동 1263-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 92",1,,광주광역시 남구 양과동 1240-25(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 93",1,,광주광역시 남구 양과동 1240-25(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 94",1,,광주광역시 남구 양과동 1242-11,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 95",1,,광주광역시 남구 양과동 1242-12(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 96",1,,광주광역시 남구 양과동 1242-12(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 97",1,,광주광역시 남구 양과동 1242-36,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 98",1,,광주광역시 남구 양과동 300-1,35.0857060697,126.8748060522,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 99",1,,광주광역시 남구 양과동 299-1,35.0854288370,126.8751836966,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 100",1,,광주광역시 남구 양과동 588-13,35.0849743032,126.8749475307,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 101",1,,광주광역시 남구 양과동 588-8,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 102",1,,광주광역시 남구 양과동 588-15,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 103",1,,광주광역시 남구 양과동 295-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 104",1,,광주광역시 남구 양과동 294,35.0840702843,126.8758787882,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 105",1,,광주광역시 남구 양과동 283,35.0836954494,126.8760109419,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 106",1,,광주광역시 남구 양과동 286,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 107",1,,광주광역시 남구 양과동 293-1,35.0843113473,126.8753871654,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 108",1,,광주광역시 남구 양과동 643,35.0846567633,126.8746979992,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 109",1,,광주광역시 남구 양과동 647-1,35.0842386732,126.8748389978,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 110",1,,광주광역시 남구 양과동 641,35.0847429544,126.8743688985,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 111",1,,광주광역시 남구 양과동 644-1,35.0843648784,126.8748519637,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 112",1,,광주광역시 남구 양과동 649-3,35.0839284574,126.8746991130,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 113",1,,광주광역시 남구 양과동 646-1,35.0842707144,126.8744441884,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 114",1,,광주광역시 남구 양과동 651-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 115",1,,광주광역시 남구 양과동 656-1,35.0837548405,126.8741642622,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 116",1,,광주광역시 남구 양과동 648-2,35.0836254115,126.8745197425,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 117",1,,광주광역시 남구 양과동 648-3,35.0837297750,126.8743309762,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 118",1,,광주광역시 남구 양과동 657-7,35.0832642316,126.8739106175,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 119",1,,광주광역시 남구 양과동 712,35.0829321396,126.8735383054,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 120",1,,광주광역시 남구 양과동 712,35.0829321396,126.8735383054,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 121",1,,광주광역시 남구 양과동 717-3,35.0825896697,126.8735870814,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 122",1,,광주광역시 남구 양과동 717-5,35.0823696945,126.8735479456,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 123",1,,광주광역시 남구 양과동 716-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 124",1,,광주광역시 남구 양과동 715-1,35.0818615097,126.8737285598,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 125",1,,광주광역시 남구 양과동 652-1,35.0841046626,126.8742514493,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 126",1,,광주광역시 남구 양과동 635-1,35.0846991012,126.8738031395,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 127",1,,광주광역시 남구 양과동 588-9,35.0849263099,126.8738641973,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 128",1,,광주광역시 남구 양과동 588-9,35.0849263099,126.8738641973,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 129",1,,광주광역시 남구 양과동 1249-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 130",1,,광주광역시 남구 양과동 1238-1,35.0842963070,126.8679876216,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 131",1,,광주광역시 남구 양과동 588-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 132",1,,광주광역시 남구 양과동 712-7,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 136",1,,광주광역시 남구 양과동 756,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 144",1,,광주광역시 남구 양과동 718-12,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 145",1,,광주광역시 남구 양과동 661-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 146",1,,광주광역시 남구 양과동 637,35.0846128616,126.8740839921,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 147",1,,광주광역시 남구 양과동 588-9,35.0849263099,126.8738641973,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 148",1,,광주광역시 남구 양과동 790-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 149",1,,광주광역시 남구 양과동 798-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 150",1,,광주광역시 남구 양과동 956,35.0869922082,126.8638249973,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 151",1,,광주광역시 남구 양과동 969-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 152",1,,광주광역시 남구 양과동 산230-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 153",1,,광주광역시 남구 양과동 964-1,35.0880604147,126.8647048940,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 154",1,,광주광역시 남구 양과동 964-1,35.0880604147,126.8647048940,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 155",1,,광주광역시 남구 양과동 588-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 156",1,,광주광역시 남구 양과동 1228-8,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 157",1,,광주광역시 남구 양과동 893-4,35.0857228758,126.8668887471,,,062-607-3832,광주광역시 남구청,2020-03-18
"양과동 158",1,,광주광역시 남구 양과동 1275-20,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 1",1,,광주광역시 남구 행암동 15,35.1037730356,126.8978028371,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 2",1,,광주광역시 남구 행암동 27,35.1040929739,126.8966836790,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 3",1,,광주광역시 남구 행암동 19,35.1036427381,126.8972107189,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 4",1,,광주광역시 남구 행암동 33,35.1034982401,126.8968818560,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 5",1,,광주광역시 남구 행암동 54,35.1036168690,126.8964693038,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 6",1,,광주광역시 남구 행암동 54,35.1036168690,126.8964693038,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 7",1,,광주광역시 남구 행암동 50,35.1034688498,126.8962413536,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 8",1,,광주광역시 남구 행암동 36,35.1033287234,126.8968118735,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 9",1,,광주광역시 남구 행암동 501-8,35.1004957457,126.8783633159,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 10",1,,광주광역시 남구 행암동 270-1,35.0996240056,126.8866122637,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 11",1,,광주광역시 남구 행암동 산150-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 12",1,,광주광역시 남구 행암동 산150-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 13",1,,광주광역시 남구 행암동 223-1,35.0976141375,126.8887558741,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 14",1,,광주광역시 남구 행암동 232,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 15",1,,광주광역시 남구 행암동 508-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 19",1,,광주광역시 남구 행암동 502-2,35.1011453441,126.8789765493,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 20",1,,광주광역시 남구 행암동 503-1,35.1009508284,126.8791567087,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 21",1,,광주광역시 남구 행암동 503-2,35.1007886742,126.8792490774,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 22",1,,광주광역시 남구 행암동 503-2,35.1007886742,126.8792490774,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 23",1,,광주광역시 남구 행암동 502-4,35.1008532006,126.8788760774,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 24",1,,광주광역시 남구 행암동 503-1,35.1009508284,126.8791567087,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 25",1,,광주광역시 남구 행암동 502-2,35.1011453441,126.8789765493,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 26",1,,광주광역시 남구 행암동 501-1,35.1013578211,126.8787305553,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 27",1,,광주광역시 남구 행암동 502-6,35.1010514355,126.8788099773,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 28",1,,광주광역시 남구 행암동 502-5,35.1009179894,126.8787663036,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 29",1,,광주광역시 남구 행암동 511-1,35.0999367663,126.8782325342,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 30",1,,광주광역시 남구 행암동 512-1,35.0997782535,126.8783599946,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 31",1,,광주광역시 남구 행암동 509-1,35.0999444346,126.8786887777,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 32",1,,광주광역시 남구 행암동 515-2,35.0997574147,126.8791540827,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 33",1,,광주광역시 남구 행암동 513-2,35.0996922186,126.8788558594,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 34",1,,광주광역시 남구 행암동 513-4,35.0993712357,126.8787598194,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 35",1,,광주광역시 남구 행암동 513-6,35.0990538580,126.8786637749,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 36",1,,광주광역시 남구 행암동 514-7,35.0986427030,126.8785327741,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 37",1,,광주광역시 남구 행암동 514-5,35.0986749059,126.8782870545,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 38",1,,광주광역시 남구 행암동 513-9,35.0990897765,126.8785277240,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 39",1,,광주광역시 남구 행암동 513-12,35.0995730716,126.8786893278,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 40",1,,광주광역시 남구 행암동 512-12,35.0996159547,126.8783075911,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 41",1,,광주광역시 남구 행암동 512-10,35.0992985767,126.8782115480,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 42",1,,광주광역시 남구 행암동 512-8,35.0989811854,126.8781023446,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 43",1,,광주광역시 남구 행암동 511-8,35.0989773548,126.8778786126,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 44",1,,광주광역시 남구 행암동 255,35.0989757573,126.8874028239,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 45",1,,광주광역시 남구 행암동 269,35.0993503668,126.8870162498,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 46",1,,광주광역시 남구 행암동 130-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 47",1,,광주광역시 남구 행암동 131-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 48",1,,광주광역시 남구 행암동 426-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 49",1,,광주광역시 남구 행암동 273-1,35.0998290402,126.8861030808,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 50",1,,광주광역시 남구 행암동 264,35.0993676887,126.8862616557,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 52",1,,광주광역시 남구 행암동 264,35.0993676887,126.8862616557,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 53",1,,광주광역시 남구 행암동 266,35.0992455791,126.8867707207,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 54",1,,광주광역시 남구 행암동 258,35.0989356480,126.8869203077,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 55",1,,광주광역시 남구 행암동 202,35.0985573436,126.8872103715,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 56",1,,광주광역시 남구 행암동 198,35.0984883201,126.8866533190,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 57",1,,광주광역시 남구 행암동 200,35.0983228534,126.8870659242,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 58",1,,광주광역시 남구 행암동 189,35.0980484079,126.8866056713,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 59",1,,광주광역시 남구 행암동 213,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 60",1,,광주광역시 남구 행암동 214,35.0980203245,126.8874216854,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 61",1,,광주광역시 남구 행암동 242,35.0981291909,126.8881804815,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 62",1,,광주광역시 남구 행암동 218,35.0975449875,126.8880540579,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 63",1,,광주광역시 남구 행암동 219,35.0972889587,126.8880105386,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 64",1,,광주광역시 남구 행암동 222,35.0974842721,126.8886814726,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 65",1,,광주광역시 남구 행암동 230,35.0977874292,126.8890056950,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 66",1,,광주광역시 남구 행암동 251,35.0985219033,126.8878728560,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 67",1,,광주광역시 남구 행암동 254,35.0988858648,126.8876661682,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 68",1,,광주광역시 남구 행암동 산161-8,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 69",1,,광주광역시 남구 행암동 산161-15,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 70",1,,광주광역시 남구 행암동 168-7,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 71",1,,광주광역시 남구 행암동 산161-24,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 72",1,,광주광역시 남구 행암동 172,35.0972687961,126.8936477632,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 73",1,,광주광역시 남구 행암동 238,35.0980574530,126.8885841803,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 77",1,,광주광역시 남구 행암동 272-3,35.0999090138,126.8868005129,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 78",1,,광주광역시 남구 행암동 279-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 79",1,,광주광역시 남구 행암동 280,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 80",1,,광주광역시 남구 행암동 293,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"행암동 81",1,,광주광역시 남구 행암동 292,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 1",1,,광주광역시 남구 원산동 275-6,35.1025828273,126.8549720149,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 2",1,,광주광역시 남구 원산동 211-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 3",1,,광주광역시 남구 원산동 300-7,35.1027200708,126.8551691964,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 4",1,,광주광역시 남구 원산동 278,35.1028420738,126.8546819992,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 5",1,,광주광역시 남구 원산동 271,35.1028778810,126.8544757362,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 6",1,,광주광역시 남구 원산동 268,35.1031371896,126.8542383646,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 7",1,,광주광역시 남구 원산동 223-1,35.1027759406,126.8536555079,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 8",1,,광주광역시 남구 원산동 227-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 9",1,,광주광역시 남구 원산동 235-9,35.1030090947,126.8526635774,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 10",1,,광주광역시 남구 원산동 235-4,35.1033232011,126.8530183791,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 11",1,,광주광역시 남구 원산동 235-13,35.1035246809,126.8526670369,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 12",1,,광주광역시 남구 원산동 247,35.1034969056,126.8535489252,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 13",1,,광주광역시 남구 원산동 239,35.1040229686,126.8532715854,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 14",1,,광주광역시 남구 원산동 252-1,35.1036273317,126.8540707761,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 15",1,,광주광역시 남구 원산동 255-1,35.1033390427,126.8541941328,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 16",1,,광주광역시 남구 원산동 291,35.1036891887,126.8545401033,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 17",1,,광주광역시 남구 원산동 282-1,35.1030150096,126.8545763988,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 18",1,,광주광역시 남구 원산동 281-1,35.1029864446,126.8548089726,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 19",1,,광주광역시 남구 원산동 287,35.1036392221,126.8549657565,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 20",1,,광주광역시 남구 원산동 286-1,35.1036686160,126.8554263672,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 21",1,,광주광역시 남구 원산동 314-1(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 22",1,,광주광역시 남구 원산동 314-1(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 23",1,,광주광역시 남구 원산동 310전,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 24",1,,광주광역시 남구 원산동 310-2,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 25",1,,광주광역시 남구 원산동 9-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 26",1,,광주광역시 남구 원산동 15-1(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 27",1,,광주광역시 남구 원산동 산3(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 28",1,,광주광역시 남구 원산동 산3(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 29",1,,광주광역시 남구 원산동 산3(3),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 30",1,,광주광역시 남구 원산동 428,35.0975094155,126.8486506533,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 31",1,,광주광역시 남구 원산동 429,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 32",1,,광주광역시 남구 원산동 518-2(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 33",1,,광주광역시 남구 원산동 518-2(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 34",1,,광주광역시 남구 원산동 1009-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 35",1,,광주광역시 남구 원산동 304,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 36",1,,광주광역시 남구 원산동 990,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 37",1,,광주광역시 남구 원산동 988-1,35.0944460098,126.8496521109,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 38",1,,광주광역시 남구 원산동 490-12,35.0945427199,126.8491386807,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 39",1,,광주광역시 남구 원산동 969-8,35.0940668804,126.8492053583,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 40",1,,광주광역시 남구 원산동 969-3,35.0937892322,126.8491839358,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 41",1,,광주광역시 남구 원산동 491-4,35.0938357155,126.8488723919,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 42",1,,광주광역시 남구 원산동 969,35.0936303788,126.8490131460,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 43",1,,광주광역시 남구 원산동 969-3,35.0937892322,126.8491839358,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 44",1,,광주광역시 남구 원산동 969-5,35.0939807416,126.8495213626,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 45",1,,광주광역시 남구 원산동 491-5,35.0933919916,126.8486714217,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 46",1,,광주광역시 남구 원산동 584,35.0927966677,126.8483347471,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 47",1,,광주광역시 남구 원산동 965,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 48",1,,광주광역시 남구 원산동 965-4,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 49",1,,광주광역시 남구 원산동 965-10,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 50",1,,광주광역시 남구 원산동 966,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 51",1,,광주광역시 남구 원산동 967,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 52",1,,광주광역시 남구 원산동 950-4,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 53",1,,광주광역시 남구 원산동 950-5,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 54",1,,광주광역시 남구 원산동 950-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 55",1,,광주광역시 남구 원산동 523-1,35.0923989880,126.8474756979,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 56",1,,광주광역시 남구 원산동 523(1),35.0925788636,126.8471595228,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 57",1,,광주광역시 남구 원산동 523(2),35.0925788636,126.8471595228,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 58",1,,광주광역시 남구 원산동 522-1(1),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 59",1,,광주광역시 남구 원산동 522-1(2),,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 60",1,,광주광역시 남구 원산동 530-4,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 61",1,,광주광역시 남구 원산동 534,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 62",1,,광주광역시 남구 원산동 781,35.0891044853,126.8453412277,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 63",1,,광주광역시 남구 원산동 782,35.0889095549,126.8451573638,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 64",1,,광주광역시 남구 원산동 784-1,35.0891796904,126.8449419153,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 65",1,,광주광역시 남구 원산동 788,35.0895113092,126.8448754901,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 66",1,,광주광역시 남구 원산동 836-1,35.0899825789,126.8440587030,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 67",1,,광주광역시 남구 원산동 548-3,35.0902276265,126.8439617326,,,062-607-3832,광주광역시 남구청,2020-03-18
"원산동 68",1,,광주광역시 남구 원산동 546-1,35.0905298921,126.8435005680,,,062-607-3832,광주광역시 남구청,2020-03-18
